fullName,firstName,lastName,gender,house,constituency,party,role,uri,membership_start,membership_end
Séamus Fitzgerald,Séamus,Fitzgerald,,2nd Dáil,Cork East and North-East,Sinn Féin,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Séamus-Fitzgerald.D.1921-08-16,1921-08-16,1922-06-16
Tom Fitzgerald,Tom,Fitzgerald,,21st Seanad,Nominated by the Taoiseach,Fianna Fáil,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Tom-Fitzgerald.S.1981-10-08,1997-09-17,2002-06-26
Tom Fitzgerald,Tom,Fitzgerald,,20th Seanad,Agricultural Panel,Fianna Fáil,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Tom-Fitzgerald.S.1981-10-08,1993-02-17,1997-07-10
Tom Fitzgerald,Tom,Fitzgerald,,19th Seanad,Agricultural Panel,Fianna Fáil,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Tom-Fitzgerald.S.1981-10-08,1989-10-01,1992-12-17
Tom Fitzgerald,Tom,Fitzgerald,,18th Seanad,Agricultural Panel,Fianna Fáil,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Tom-Fitzgerald.S.1981-10-08,1987-04-25,1989-07-05
Tom Fitzgerald,Tom,Fitzgerald,,16th Seanad,Agricultural Panel,Fianna Fáil,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Tom-Fitzgerald.S.1981-10-08,1982-05-13,1982-12-21
Tom Fitzgerald,Tom,Fitzgerald,,15th Seanad,Agricultural Panel,Fianna Fáil,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Tom-Fitzgerald.S.1981-10-08,1981-10-08,1982-04-16
James Fitzgerald-Kenney,James,Fitzgerald-Kenney,,11th Dáil,Mayo South,Fine Gael,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/James-Fitzgerald-Kenney.D.1927-06-23,1943-07-01,1944-05-10
James Fitzgerald-Kenney,James,Fitzgerald-Kenney,,10th Dáil,Mayo South,Fine Gael,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/James-Fitzgerald-Kenney.D.1927-06-23,1938-06-30,1943-05-31
James Fitzgerald-Kenney,James,Fitzgerald-Kenney,,9th Dáil,Mayo South,Fine Gael,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/James-Fitzgerald-Kenney.D.1927-06-23,1937-07-21,1938-05-27
James Fitzgerald-Kenney,James,Fitzgerald-Kenney,,8th Dáil,Mayo South,Cumann na nGaedheal,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/James-Fitzgerald-Kenney.D.1927-06-23,1933-02-08,1937-06-14
James Fitzgerald-Kenney,James,Fitzgerald-Kenney,,7th Dáil,Mayo South,Cumann na nGaedheal,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/James-Fitzgerald-Kenney.D.1927-06-23,1932-03-09,1933-01-02
James Fitzgerald-Kenney,James,Fitzgerald-Kenney,,6th Dáil,Mayo South,Cumann na nGaedheal,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/James-Fitzgerald-Kenney.D.1927-06-23,1927-10-11,1932-01-29
James Fitzgerald-Kenney,James,Fitzgerald-Kenney,,5th Dáil,Mayo South,Cumann na nGaedheal,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/James-Fitzgerald-Kenney.D.1927-06-23,1927-06-23,1927-08-25
Gerald Fitzgibbon,Gerald,Fitzgibbon,,3rd Dáil,Dublin University,Independent,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Gerald-Fitzgibbon.D.1922-09-09,1922-09-09,1923-08-09
Michael Fitzmaurice,Michael,Fitzmaurice,,32nd Dáil,Roscommon-Galway,Independent,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Michael-Fitzmaurice.D.2014-10-10,2016-03-10,2020-01-14
Michael Fitzmaurice,Michael,Fitzmaurice,,31st Dáil,Roscommon-South-Leitrim,Independent,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Michael-Fitzmaurice.D.2014-10-10,2014-10-10,2016-03-09
Michael Fitzmaurice,Michael,Fitzmaurice,,33rd Dáil,Roscommon-Galway,Independent,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Michael-Fitzmaurice.D.2014-10-10,2020-02-08,2024-11-08
Michael Fitzmaurice,Michael,Fitzmaurice,,34th Dáil,Roscommon-Galway,Independent Ireland,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Michael-Fitzmaurice.D.2014-10-10,2024-11-29,
Dermot Fitzpatrick,Dermot,Fitzpatrick,,29th Dáil,Dublin Central,Fianna Fáil,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Dermot-Fitzpatrick.D.1987-03-10,2002-06-06,2007-04-30
Dermot Fitzpatrick,Dermot,Fitzpatrick,,21st Seanad,Nominated by the Taoiseach,Fianna Fáil,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Dermot-Fitzpatrick.D.1987-03-10,1997-09-17,2002-06-26
Dermot Fitzpatrick,Dermot,Fitzpatrick,,26th Dáil,Dublin Central,Fianna Fáil,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Dermot-Fitzpatrick.D.1987-03-10,1989-06-29,1992-11-05
Dermot Fitzpatrick,Dermot,Fitzpatrick,,25th Dáil,Dublin Central,Fianna Fáil,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Dermot-Fitzpatrick.D.1987-03-10,1987-03-10,1989-05-25
Mary Fitzpatrick,Mary,Fitzpatrick,,26th Seanad,Nominated by the Taoiseach,Fianna Fáil,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Mary-Fitzpatrick.S.2020-06-29,2020-06-29,2025-01-29
Mary Fitzpatrick,Mary,Fitzpatrick,,27th Seanad,Industrial and Commercial Panel,Fianna Fáil,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Mary-Fitzpatrick.S.2020-06-29,2025-01-29,
Michael Fitzpatrick,Michael,Fitzpatrick,,13th Dáil,Dublin North-West,Clann na Poblachta,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Michael-Fitzpatrick.D.1948-02-18,1948-02-18,1951-05-07
Michael Fitzpatrick,Michael,Fitzpatrick,,30th Dáil,Kildare North,Fianna Fáil,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Michael-Fitzpatrick.D.2007-06-14,2007-06-14,2011-02-01
Peter Fitzpatrick,Peter,Fitzpatrick,,32nd Dáil,Louth,Fine Gael,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Peter-Fitzpatrick.D.2011-03-09,2016-03-10,2020-01-14
Peter Fitzpatrick,Peter,Fitzpatrick,,31st Dáil,Louth,Fine Gael,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Peter-Fitzpatrick.D.2011-03-09,2011-03-09,2016-03-09
Peter Fitzpatrick,Peter,Fitzpatrick,,33rd Dáil,Louth,Independent,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Peter-Fitzpatrick.D.2011-03-09,2020-02-08,2024-11-08
Thomas J. Fitzpatrick,Thomas J.,Fitzpatrick,,25th Dáil,Cavan-Monaghan,Ceann Comhairle,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Thomas-J-Fitzpatrick.S.1961-12-14,1987-03-10,1989-05-25
Thomas J. Fitzpatrick,Thomas J.,Fitzpatrick,,24th Dáil,Cavan-Monaghan,Fine Gael,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Thomas-J-Fitzpatrick.S.1961-12-14,1982-12-14,1987-01-21
Thomas J. Fitzpatrick,Thomas J.,Fitzpatrick,,23rd Dáil,Cavan-Monaghan,Fine Gael,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Thomas-J-Fitzpatrick.S.1961-12-14,1982-03-09,1982-11-04
Thomas J. Fitzpatrick,Thomas J.,Fitzpatrick,,22nd Dáil,Cavan-Monaghan,Fine Gael,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Thomas-J-Fitzpatrick.S.1961-12-14,1981-06-30,1982-02-27
Thomas J. Fitzpatrick,Thomas J.,Fitzpatrick,,21st Dáil,Cavan-Monaghan,Fine Gael,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Thomas-J-Fitzpatrick.S.1961-12-14,1977-07-05,1981-05-21
Thomas J. Fitzpatrick,Thomas J.,Fitzpatrick,,20th Dáil,Cavan,Fine Gael,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Thomas-J-Fitzpatrick.S.1961-12-14,1973-03-14,1977-05-25
Thomas J. Fitzpatrick,Thomas J.,Fitzpatrick,,19th Dáil,Cavan,Fine Gael,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Thomas-J-Fitzpatrick.S.1961-12-14,1969-07-02,1973-02-05
Thomas J. Fitzpatrick,Thomas J.,Fitzpatrick,,18th Dáil,Cavan,Fine Gael,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Thomas-J-Fitzpatrick.S.1961-12-14,1965-04-21,1969-05-22
Thomas J. Fitzpatrick,Thomas J.,Fitzpatrick,,10th Seanad,Administrative Panel,Fine Gael,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Thomas-J-Fitzpatrick.S.1961-12-14,1961-12-14,1965-04-28
Tom J. Fitzpatrick,Tom J.,Fitzpatrick,,23rd Dáil,Dublin South-Central,Fianna Fáil,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Tom-J-Fitzpatrick.D.1965-04-21,1982-03-09,1982-11-04
Tom J. Fitzpatrick,Tom J.,Fitzpatrick,,22nd Dáil,Dublin South-Central,Fianna Fáil,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Tom-J-Fitzpatrick.D.1965-04-21,1981-06-30,1982-02-27
Tom J. Fitzpatrick,Tom J.,Fitzpatrick,,21st Dáil,Dublin South-Central,Fianna Fáil,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Tom-J-Fitzpatrick.D.1965-04-21,1977-07-05,1981-05-21
Tom J. Fitzpatrick,Tom J.,Fitzpatrick,,20th Dáil,Dublin Central,Fianna Fáil,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Tom-J-Fitzpatrick.D.1965-04-21,1973-03-14,1977-05-25
Tom J. Fitzpatrick,Tom J.,Fitzpatrick,,19th Dáil,Dublin Central,Fianna Fáil,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Tom-J-Fitzpatrick.D.1965-04-21,1969-07-02,1973-02-05
Tom J. Fitzpatrick,Tom J.,Fitzpatrick,,18th Dáil,Dublin South-Central,Fianna Fáil,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Tom-J-Fitzpatrick.D.1965-04-21,1965-04-21,1969-05-22
Jack Fitzsimons,Jack,Fitzsimons,,18th Seanad,Industrial and Commercial Panel,Fianna Fáil,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Jack-Fitzsimons.S.1983-02-23,1987-04-25,1989-07-05
Jack Fitzsimons,Jack,Fitzsimons,,17th Seanad,Industrial and Commercial Panel,Fianna Fáil,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Jack-Fitzsimons.S.1983-02-23,1983-02-23,1987-04-03
James N. Fitzsimons,James N.,Fitzsimons,,24th Dáil,Meath,Fianna Fáil,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/James-N-Fitzsimons.D.1977-07-05,1982-12-14,1987-01-21
James N. Fitzsimons,James N.,Fitzsimons,,23rd Dáil,Meath,Fianna Fáil,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/James-N-Fitzsimons.D.1977-07-05,1982-03-09,1982-11-04
James N. Fitzsimons,James N.,Fitzsimons,,22nd Dáil,Meath,Fianna Fáil,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/James-N-Fitzsimons.D.1977-07-05,1981-06-30,1982-02-27
James N. Fitzsimons,James N.,Fitzsimons,,21st Dáil,Meath,Fianna Fáil,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/James-N-Fitzsimons.D.1977-07-05,1977-07-05,1981-05-21
Patrick Fitzsimons,Patrick,Fitzsimons,,12th Seanad,Administrative Panel,Independent,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Patrick-Fitzsimons.S.1948-04-21,1969-11-05,1973-03-30
Patrick Fitzsimons,Patrick,Fitzsimons,,11th Seanad,Administrative Panel,Independent,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Patrick-Fitzsimons.S.1948-04-21,1965-06-23,1969-07-24
Patrick Fitzsimons,Patrick,Fitzsimons,,10th Seanad,Administrative Panel,Independent,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Patrick-Fitzsimons.S.1948-04-21,1961-12-14,1965-04-28
Patrick Fitzsimons,Patrick,Fitzsimons,,9th Seanad,Administrative Panel,Independent,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Patrick-Fitzsimons.S.1948-04-21,1957-05-22,1961-09-01
Patrick Fitzsimons,Patrick,Fitzsimons,,7th Seanad,Administrative Panel,Independent,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Patrick-Fitzsimons.S.1948-04-21,1951-08-14,1954-07-07
Patrick Fitzsimons,Patrick,Fitzsimons,,6th Seanad,Administrative Panel,Independent,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Patrick-Fitzsimons.S.1948-04-21,1948-04-21,1951-07-25
Joe Flaherty,Joe,Flaherty,,33rd Dáil,Longford-Westmeath,Fianna Fáil,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Joe-Flaherty.D.2020-02-08,2020-02-08,2024-11-08
Joe Flaherty,Joe,Flaherty,,26th Seanad,Nominated by the Taoiseach,Fianna Fáil,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Joe-Flaherty.D.2020-02-08,2024-12-10,2025-01-29
Joe Flaherty,Joe,Flaherty,,27th Seanad,Nominated by the Taoiseach,Fianna Fáil,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Joe-Flaherty.D.2020-02-08,2025-01-29,
Mary Flaherty,Mary,Flaherty,,27th Dáil,Dublin North-West,Fine Gael,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Mary-Flaherty.D.1981-06-30,1992-12-14,1997-05-15
Mary Flaherty,Mary,Flaherty,,26th Dáil,Dublin North-West,Fine Gael,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Mary-Flaherty.D.1981-06-30,1989-06-29,1992-11-05
Mary Flaherty,Mary,Flaherty,,25th Dáil,Dublin North-West,Fine Gael,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Mary-Flaherty.D.1981-06-30,1987-03-10,1989-05-25
Mary Flaherty,Mary,Flaherty,,24th Dáil,Dublin North-West,Fine Gael,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Mary-Flaherty.D.1981-06-30,1982-12-14,1987-01-21
Mary Flaherty,Mary,Flaherty,,23rd Dáil,Dublin North-West,Fine Gael,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Mary-Flaherty.D.1981-06-30,1982-03-09,1982-11-04
Mary Flaherty,Mary,Flaherty,,22nd Dáil,Dublin North-West,Fine Gael,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Mary-Flaherty.D.1981-06-30,1981-06-30,1982-02-27
Charles Flanagan,Charles,Flanagan,,32nd Dáil,Laois,Fine Gael,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Charles-Flanagan.D.1987-03-10,2016-03-10,2020-01-14
Charles Flanagan,Charles,Flanagan,,31st Dáil,Laois-Offaly,Fine Gael,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Charles-Flanagan.D.1987-03-10,2011-03-09,2016-03-09
Charles Flanagan,Charles,Flanagan,,30th Dáil,Laois-Offaly,Fine Gael,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Charles-Flanagan.D.1987-03-10,2007-06-14,2011-02-01
Charles Flanagan,Charles,Flanagan,,28th Dáil,Laois-Offaly,Fine Gael,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Charles-Flanagan.D.1987-03-10,1997-06-26,2002-04-25
Charles Flanagan,Charles,Flanagan,,27th Dáil,Laois-Offaly,Fine Gael,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Charles-Flanagan.D.1987-03-10,1992-12-14,1997-05-15
Charles Flanagan,Charles,Flanagan,,26th Dáil,Laois-Offaly,Fine Gael,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Charles-Flanagan.D.1987-03-10,1989-06-29,1992-11-05
Charles Flanagan,Charles,Flanagan,,25th Dáil,Laois-Offaly,Fine Gael,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Charles-Flanagan.D.1987-03-10,1987-03-10,1989-05-25
Charles Flanagan,Charles,Flanagan,,33rd Dáil,Laois-Offaly,Fine Gael,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Charles-Flanagan.D.1987-03-10,2020-02-08,2024-11-08
Luke 'Ming' Flanagan,Luke 'Ming',Flanagan,,31st Dáil,Roscommon-South-Leitrim,Independent,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Luke-'Ming'-Flanagan.D.2011-03-09,2011-03-09,2014-10-10
Oliver J. Flanagan,Oliver J.,Flanagan,,24th Dáil,Laois-Offaly,Fine Gael,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Oliver-J-Flanagan.D.1943-07-01,1982-12-14,1987-01-21
Oliver J. Flanagan,Oliver J.,Flanagan,,23rd Dáil,Laois-Offaly,Fine Gael,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Oliver-J-Flanagan.D.1943-07-01,1982-03-09,1982-11-04
Oliver J. Flanagan,Oliver J.,Flanagan,,22nd Dáil,Laois-Offaly,Fine Gael,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Oliver-J-Flanagan.D.1943-07-01,1981-06-30,1982-02-27
Oliver J. Flanagan,Oliver J.,Flanagan,,21st Dáil,Laois-Offaly,Fine Gael,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Oliver-J-Flanagan.D.1943-07-01,1977-07-05,1981-05-21
Oliver J. Flanagan,Oliver J.,Flanagan,,20th Dáil,Laois-Offaly,Fine Gael,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Oliver-J-Flanagan.D.1943-07-01,1973-03-14,1977-05-25
Oliver J. Flanagan,Oliver J.,Flanagan,,19th Dáil,Laois-Offaly,Fine Gael,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Oliver-J-Flanagan.D.1943-07-01,1969-07-02,1973-02-05
Oliver J. Flanagan,Oliver J.,Flanagan,,18th Dáil,Laois-Offaly,Fine Gael,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Oliver-J-Flanagan.D.1943-07-01,1965-04-21,1969-05-22
Oliver J. Flanagan,Oliver J.,Flanagan,,17th Dáil,Laois-Offaly,Fine Gael,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Oliver-J-Flanagan.D.1943-07-01,1961-10-11,1965-03-18
Oliver J. Flanagan,Oliver J.,Flanagan,,16th Dáil,Leix-Offaly,Fine Gael,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Oliver-J-Flanagan.D.1943-07-01,1957-03-20,1961-09-15
Oliver J. Flanagan,Oliver J.,Flanagan,,15th Dáil,Leix-Offaly,Fine Gael,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Oliver-J-Flanagan.D.1943-07-01,1954-06-02,1957-02-12
Oliver J. Flanagan,Oliver J.,Flanagan,,14th Dáil,Leix-Offaly,Independent,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Oliver-J-Flanagan.D.1943-07-01,1951-06-13,1954-04-24
Oliver J. Flanagan,Oliver J.,Flanagan,,13th Dáil,Leix-Offaly,Independent,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Oliver-J-Flanagan.D.1943-07-01,1948-02-18,1951-05-07
Oliver J. Flanagan,Oliver J.,Flanagan,,12th Dáil,Leix-Offaly,Independent,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Oliver-J-Flanagan.D.1943-07-01,1944-06-09,1948-01-12
Oliver J. Flanagan,Oliver J.,Flanagan,,11th Dáil,Leix-Offaly,Independent,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Oliver-J-Flanagan.D.1943-07-01,1943-07-01,1944-05-10
Seán Flanagan,Seán,Flanagan,,20th Dáil,Mayo East,Fianna Fáil,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Seán-Flanagan.D.1951-06-13,1973-03-14,1977-05-25
Seán Flanagan,Seán,Flanagan,,19th Dáil,Mayo East,Fianna Fáil,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Seán-Flanagan.D.1951-06-13,1969-07-02,1973-02-05
Seán Flanagan,Seán,Flanagan,,18th Dáil,Mayo South,Fianna Fáil,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Seán-Flanagan.D.1951-06-13,1965-04-21,1969-05-22
Seán Flanagan,Seán,Flanagan,,17th Dáil,Mayo South,Fianna Fáil,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Seán-Flanagan.D.1951-06-13,1961-10-11,1965-03-18
Seán Flanagan,Seán,Flanagan,,16th Dáil,Mayo South,Fianna Fáil,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Seán-Flanagan.D.1951-06-13,1957-03-20,1961-09-15
Seán Flanagan,Seán,Flanagan,,15th Dáil,Mayo South,Fianna Fáil,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Seán-Flanagan.D.1951-06-13,1954-06-02,1957-02-12
Seán Flanagan,Seán,Flanagan,,14th Dáil,Mayo South,Fianna Fáil,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Seán-Flanagan.D.1951-06-13,1951-06-13,1954-04-24
Terence Flanagan,Terence,Flanagan,,31st Dáil,Dublin North-East,Renua,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Terence-Flanagan.D.2007-06-14,2011-03-09,2016-03-09
Terence Flanagan,Terence,Flanagan,,30th Dáil,Dublin North-East,Fine Gael,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Terence-Flanagan.D.2007-06-14,2007-06-14,2011-02-01
Thomas P Flanagan,Thomas P,Flanagan,,12th Seanad,Nominated by the Taoiseach,Independent,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Thomas-P-Flanagan.S.1963-11-28,1969-11-05,1973-03-30
Thomas P Flanagan,Thomas P,Flanagan,,11th Seanad,Industrial and Commercial Panel,Independent,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Thomas-P-Flanagan.S.1963-11-28,1965-06-23,1969-07-24
Thomas P Flanagan,Thomas P,Flanagan,,10th Seanad,Industrial and Commercial Panel,Independent,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Thomas-P-Flanagan.S.1963-11-28,1961-12-14,1965-04-28
Brian A. Fleming,Brian A.,Fleming,,17th Seanad,Cultural and Educational Panel,Fine Gael,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Brian-A-Fleming.D.1981-06-30,1983-02-23,1987-04-03
Brian A. Fleming,Brian A.,Fleming,,23rd Dáil,Dublin West,Fine Gael,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Brian-A-Fleming.D.1981-06-30,1982-03-09,1982-11-04
Brian A. Fleming,Brian A.,Fleming,,22nd Dáil,Dublin West,Fine Gael,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Brian-A-Fleming.D.1981-06-30,1981-06-30,1982-02-27
Sean Fleming,Sean,Fleming,,32nd Dáil,Laois,Fianna Fáil,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Seán-Fleming.D.1997-06-26,2016-03-10,2020-01-14
Sean Fleming,Sean,Fleming,,31st Dáil,Laois-Offaly,Fianna Fáil,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Seán-Fleming.D.1997-06-26,2011-03-09,2016-03-09
Sean Fleming,Sean,Fleming,,30th Dáil,Laois-Offaly,Fianna Fáil,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Seán-Fleming.D.1997-06-26,2007-06-14,2011-02-01
Sean Fleming,Sean,Fleming,,29th Dáil,Laois-Offaly,Fianna Fáil,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Seán-Fleming.D.1997-06-26,2002-06-06,2007-04-30
Sean Fleming,Sean,Fleming,,28th Dáil,Laois-Offaly,Fianna Fáil,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Seán-Fleming.D.1997-06-26,1997-06-26,2002-04-25
Sean Fleming,Sean,Fleming,,33rd Dáil,Laois-Offaly,Fianna Fáil,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Seán-Fleming.D.1997-06-26,2020-02-08,2024-11-08
Sean Fleming,Sean,Fleming,,34th Dáil,Laois,Fianna Fáil,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Seán-Fleming.D.1997-06-26,2024-11-29,
Tom Fleming,Tom,Fleming,,31st Dáil,Kerry South,Independent,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Tom-Fleming.D.2011-03-09,2011-03-09,2016-03-09
Hugh Victor Flinn,Hugh Victor,Flinn,,10th Dáil,Cork Borough,Fianna Fáil,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Hugh-Victor-Flinn.D.1927-10-11,1938-06-30,1943-01-28
Hugh Victor Flinn,Hugh Victor,Flinn,,9th Dáil,Cork Borough,Fianna Fáil,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Hugh-Victor-Flinn.D.1927-10-11,1937-07-21,1938-05-27
Hugh Victor Flinn,Hugh Victor,Flinn,,8th Dáil,Cork Borough,Fianna Fáil,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Hugh-Victor-Flinn.D.1927-10-11,1933-02-08,1937-06-14
Hugh Victor Flinn,Hugh Victor,Flinn,,7th Dáil,Cork Borough,Fianna Fáil,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Hugh-Victor-Flinn.D.1927-10-11,1932-03-09,1933-01-02
Hugh Victor Flinn,Hugh Victor,Flinn,,6th Dáil,Cork Borough,Fianna Fáil,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Hugh-Victor-Flinn.D.1927-10-11,1927-10-11,1932-01-29
Chris Flood,Chris,Flood,,28th Dáil,Dublin South-West,Fianna Fáil,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Chris-Flood.D.1987-03-10,1997-06-26,2002-04-25
Chris Flood,Chris,Flood,,27th Dáil,Dublin South-West,Fianna Fáil,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Chris-Flood.D.1987-03-10,1992-12-14,1997-05-15
Chris Flood,Chris,Flood,,26th Dáil,Dublin South-West,Fianna Fáil,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Chris-Flood.D.1987-03-10,1989-06-29,1992-11-05
