speaker_norm,in_government,date,speech_idx,Managerial,Exploratory,parlasent_sentiment_sent,survivor_similarity_sent
eamon o cuiv,1,2022-07-07,0,0.577305287934652,0.358647533210826,1.8270769204412187,0.2803266
michael mcgrath,1,2022-06-29,0,0.744123975008927,0.23495427384852,2.871643505059182,0.13812289
anne rabbitte,1,2022-06-28,0,0.688950790597439,0.139162325232505,3.462482433427464,0.2404066
micheal martin,1,2022-06-28,0,0.290435507656574,0.496184801834941,2.4147149527238474,0.41172475
victor boyhan,0,2022-06-23,0,0.510384866398157,0.412152730802476,2.715558036455983,0.5115602
jennifer murnane o'connor,1,2022-06-02,0,0.636079032704497,0.205155496688033,4.191144069035848,0.3390177
alice-mary higgins,0,2022-06-01,0,0.377456022388548,0.374877635631155,2.293855844399868,0.3986457
alice-mary higgins,0,2022-06-01,1,0.490417001338941,0.444501192753841,1.8813066587728613,0.3236757
lynn ruane,0,2022-05-24,0,0.316323266314347,0.514265050474712,1.6965155601501465,0.22351475
jennifer murnane o'connor,1,2022-05-24,0,0.505851649220079,0.421648170273052,2.811002215494712,0.4973043
alice-mary higgins,0,2022-05-24,0,0.0019570609382687,0.0052312801875073,2.6512584686279297,0.320207
alice-mary higgins,0,2022-05-24,1,0.235595216451503,0.543788105165514,1.810769612590472,0.3533044
